pull_date,pull_time,location,update_time,pct_full,date,time,wday
1/2/23,12:00,Nick Power House,Updated over an hour ago,24.29,n/a,n/a,n/a
1/2/23,12:00,Nick Track,Updated over an hour ago,4,n/a,n/a,n/a
1/2/23,12:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/2/23,12:55,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/2/23,12:55,Nick Level 2 Fitness,Updated over an hour ago,5,n/a,n/a,n/a
1/2/23,12:55,Nick Level 3 Fitness,Updated over an hour ago,23,n/a,n/a,n/a
1/2/23,12:55,Nick Power House,Updated over an hour ago,24.29,n/a,n/a,n/a
1/2/23,12:55,Nick Track,Updated over an hour ago,4,n/a,n/a,n/a
1/2/23,12:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/2/23,13:00,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/2/23,13:00,Nick Level 2 Fitness,Updated over an hour ago,5,n/a,n/a,n/a
1/2/23,13:00,Nick Level 3 Fitness,Updated over an hour ago,23,n/a,n/a,n/a
1/2/23,13:00,Nick Power House,Updated over an hour ago,24.29,n/a,n/a,n/a
1/2/23,13:00,Nick Track,Updated over an hour ago,4,n/a,n/a,n/a
1/2/23,13:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/3/23,3:32,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/3/23,3:32,Nick Level 2 Fitness,Updated over an hour ago,5,n/a,n/a,n/a
1/3/23,3:32,Nick Level 3 Fitness,Updated over an hour ago,23,n/a,n/a,n/a
1/3/23,3:32,Nick Power House,Updated over an hour ago,24.29,n/a,n/a,n/a
1/3/23,3:32,Nick Track,Updated over an hour ago,4,n/a,n/a,n/a
1/3/23,3:32,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/3/23,7:55,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/3/23,7:55,Nick Level 2 Fitness,Updated over an hour ago,5,n/a,n/a,n/a
1/3/23,7:55,Nick Level 3 Fitness,Updated over an hour ago,23,n/a,n/a,n/a
1/3/23,7:55,Nick Power House,Updated over an hour ago,24.29,n/a,n/a,n/a
1/3/23,7:55,Nick Track,Updated over an hour ago,4,n/a,n/a,n/a
1/3/23,7:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/3/23,8:00,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/3/23,8:00,Nick Level 2 Fitness,Updated over an hour ago,5,n/a,n/a,n/a
1/3/23,8:00,Nick Level 3 Fitness,Updated over an hour ago,23,n/a,n/a,n/a
1/3/23,8:00,Nick Power House,Updated over an hour ago,24.29,n/a,n/a,n/a
1/3/23,8:00,Nick Track,Updated over an hour ago,4,n/a,n/a,n/a
1/3/23,8:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/3/23,8:55,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/3/23,8:55,Nick Level 2 Fitness,Updated over an hour ago,5,n/a,n/a,n/a
1/3/23,8:55,Nick Level 3 Fitness,Updated over an hour ago,23,n/a,n/a,n/a
1/3/23,8:55,Nick Power House,Updated over an hour ago,24.29,n/a,n/a,n/a
1/3/23,8:55,Nick Track,Updated over an hour ago,4,n/a,n/a,n/a
1/3/23,8:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/3/23,15:55,Nick Level 1 Fitness,Updated over an hour ago,12,n/a,n/a,n/a
1/3/23,15:55,Nick Level 2 Fitness,Updated over an hour ago,10,n/a,n/a,n/a
1/3/23,15:55,Nick Level 3 Fitness,Updated over an hour ago,18.5,n/a,n/a,n/a
1/3/23,15:55,Nick Power House,Updated over an hour ago,16.43,n/a,n/a,n/a
1/3/23,15:55,Nick Track,Updated over an hour ago,6,n/a,n/a,n/a
1/3/23,15:55,Soderholm Family Aquatic Center,Updated over an hour ago,5.65,n/a,n/a,n/a
1/3/23,16:00,Nick Level 1 Fitness,Updated over an hour ago,12,n/a,n/a,n/a
1/3/23,16:00,Nick Level 2 Fitness,Updated over an hour ago,10,n/a,n/a,n/a
1/3/23,16:00,Nick Level 3 Fitness,Updated over an hour ago,18.5,n/a,n/a,n/a
1/3/23,16:00,Nick Power House,Updated over an hour ago,16.43,n/a,n/a,n/a
1/3/23,16:00,Nick Track,Updated over an hour ago,6,n/a,n/a,n/a
1/3/23,16:00,Soderholm Family Aquatic Center,Updated over an hour ago,5.65,n/a,n/a,n/a
1/4/23,12:55,Nick Level 1 Fitness,Updated moments ago,17.33,1/4/23,12:55,Wednesday
1/4/23,12:55,Nick Level 2 Fitness,Updated an hour ago,16,1/4/23,11:55,Wednesday
1/4/23,12:55,Nick Level 3 Fitness,Updated moments ago,17,1/4/23,12:55,Wednesday
1/4/23,12:55,Nick Power House,Updated moments ago,25.71,1/4/23,12:55,Wednesday
1/4/23,12:55,Nick Track,Updated moments ago,10,1/4/23,12:55,Wednesday
1/4/23,12:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/4/23,15:55,Nick Level 1 Fitness,Updated 52 minutes ago,22,1/4/23,15:03,Wednesday
1/4/23,15:55,Nick Level 2 Fitness,Updated 53 minutes ago,17,1/4/23,15:02,Wednesday
1/4/23,15:55,Nick Level 3 Fitness,Updated 53 minutes ago,23,1/4/23,15:02,Wednesday
1/4/23,15:55,Nick Power House,Updated 52 minutes ago,18.57,1/4/23,15:03,Wednesday
1/4/23,15:55,Nick Track,Updated 53 minutes ago,4,1/4/23,15:02,Wednesday
1/4/23,15:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/4/23,21:55,Nick Level 1 Fitness,Updated over an hour ago,30,n/a,n/a,n/a
1/4/23,21:55,Nick Level 2 Fitness,Updated over an hour ago,30,n/a,n/a,n/a
1/4/23,21:55,Nick Level 3 Fitness,Updated over an hour ago,22.5,n/a,n/a,n/a
1/4/23,21:55,Nick Power House,Updated over an hour ago,18.57,n/a,n/a,n/a
1/4/23,21:55,Nick Track,Updated over an hour ago,7,n/a,n/a,n/a
1/4/23,21:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/4/23,22:00,Nick Level 1 Fitness,Updated over an hour ago,30,n/a,n/a,n/a
1/4/23,22:00,Nick Level 2 Fitness,Updated over an hour ago,30,n/a,n/a,n/a
1/4/23,22:00,Nick Level 3 Fitness,Updated over an hour ago,22.5,n/a,n/a,n/a
1/4/23,22:00,Nick Power House,Updated over an hour ago,18.57,n/a,n/a,n/a
1/4/23,22:00,Nick Track,Updated over an hour ago,7,n/a,n/a,n/a
1/4/23,22:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/4/23,22:55,Nick Level 1 Fitness,Updated over an hour ago,30,n/a,n/a,n/a
1/4/23,22:55,Nick Level 2 Fitness,Updated over an hour ago,30,n/a,n/a,n/a
1/4/23,22:55,Nick Level 3 Fitness,Updated over an hour ago,22.5,n/a,n/a,n/a
1/4/23,22:55,Nick Power House,Updated over an hour ago,18.57,n/a,n/a,n/a
1/4/23,22:55,Nick Track,Updated over an hour ago,7,n/a,n/a,n/a
1/4/23,22:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/4/23,23:00,Nick Level 1 Fitness,Updated over an hour ago,30,n/a,n/a,n/a
1/4/23,23:00,Nick Level 2 Fitness,Updated over an hour ago,30,n/a,n/a,n/a
1/4/23,23:00,Nick Level 3 Fitness,Updated over an hour ago,22.5,n/a,n/a,n/a
1/4/23,23:00,Nick Power House,Updated over an hour ago,18.57,n/a,n/a,n/a
1/4/23,23:00,Nick Track,Updated over an hour ago,7,n/a,n/a,n/a
1/4/23,23:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/4/23,23:55,Nick Level 1 Fitness,Updated over an hour ago,30,n/a,n/a,n/a
1/4/23,23:55,Nick Level 2 Fitness,Updated over an hour ago,30,n/a,n/a,n/a
1/4/23,23:55,Nick Level 3 Fitness,Updated over an hour ago,22.5,n/a,n/a,n/a
1/4/23,23:55,Nick Power House,Updated over an hour ago,18.57,n/a,n/a,n/a
1/4/23,23:55,Nick Track,Updated over an hour ago,7,n/a,n/a,n/a
1/4/23,23:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/5/23,0:00,Nick Level 1 Fitness,Updated over an hour ago,30,n/a,n/a,n/a
1/5/23,0:00,Nick Level 2 Fitness,Updated over an hour ago,30,n/a,n/a,n/a
1/5/23,0:00,Nick Level 3 Fitness,Updated over an hour ago,22.5,n/a,n/a,n/a
1/5/23,0:00,Nick Power House,Updated over an hour ago,18.57,n/a,n/a,n/a
1/5/23,0:00,Nick Track,Updated over an hour ago,7,n/a,n/a,n/a
1/5/23,0:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/5/23,6:00,Nick Level 1 Fitness,Updated over an hour ago,30,n/a,n/a,n/a
1/5/23,6:00,Nick Level 2 Fitness,Updated over an hour ago,30,n/a,n/a,n/a
1/5/23,6:00,Nick Level 3 Fitness,Updated over an hour ago,22.5,n/a,n/a,n/a
1/5/23,6:00,Nick Power House,Updated over an hour ago,18.57,n/a,n/a,n/a
1/5/23,6:00,Nick Track,Updated over an hour ago,7,n/a,n/a,n/a
1/5/23,6:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/6/23,10:55,Nick Level 1 Fitness,Updated 21 minutes ago,10,1/6/23,10:34,Friday
1/6/23,10:55,Nick Level 2 Fitness,Updated 21 minutes ago,1,1/6/23,10:34,Friday
1/6/23,10:55,Nick Level 3 Fitness,Updated 21 minutes ago,12,1/6/23,10:34,Friday
1/6/23,10:55,Nick Power House,Updated 21 minutes ago,12.86,1/6/23,10:34,Friday
1/6/23,10:55,Nick Track,Updated 21 minutes ago,3,1/6/23,10:34,Friday
1/6/23,10:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/6/23,11:00,Nick Level 1 Fitness,Updated 26 minutes ago,10,1/6/23,10:34,Friday
1/6/23,11:00,Nick Level 2 Fitness,Updated 26 minutes ago,1,1/6/23,10:34,Friday
1/6/23,11:00,Nick Level 3 Fitness,Updated 26 minutes ago,12,1/6/23,10:34,Friday
1/6/23,11:00,Nick Power House,Updated 26 minutes ago,12.86,1/6/23,10:34,Friday
1/6/23,11:00,Nick Track,Updated 26 minutes ago,3,1/6/23,10:34,Friday
1/6/23,11:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/6/23,11:55,Nick Level 1 Fitness,Updated 3 minutes ago,14,1/6/23,11:52,Friday
1/6/23,11:55,Nick Level 2 Fitness,Updated an hour ago,1,1/6/23,10:55,Friday
1/6/23,11:55,Nick Level 3 Fitness,Updated 3 minutes ago,19.5,1/6/23,11:52,Friday
1/6/23,11:55,Nick Power House,Updated 3 minutes ago,20.71,1/6/23,11:52,Friday
1/6/23,11:55,Nick Track,Updated 3 minutes ago,8,1/6/23,11:52,Friday
1/6/23,11:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/6/23,12:00,Nick Level 1 Fitness,Updated 8 minutes ago,14,1/6/23,11:52,Friday
1/6/23,12:00,Nick Level 2 Fitness,Updated an hour ago,1,1/6/23,11:00,Friday
1/6/23,12:00,Nick Level 3 Fitness,Updated 8 minutes ago,19.5,1/6/23,11:52,Friday
1/6/23,12:00,Nick Power House,Updated 8 minutes ago,20.71,1/6/23,11:52,Friday
1/6/23,12:00,Nick Track,Updated 8 minutes ago,8,1/6/23,11:52,Friday
1/6/23,12:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/6/23,15:56,Nick Level 1 Fitness,Updated 22 minutes ago,14,1/6/23,15:34,Friday
1/6/23,15:56,Nick Level 2 Fitness,Updated 22 minutes ago,13,1/6/23,15:34,Friday
1/6/23,15:56,Nick Level 3 Fitness,Updated 20 minutes ago,15.5,1/6/23,15:36,Friday
1/6/23,15:56,Nick Power House,Updated 22 minutes ago,12.86,1/6/23,15:34,Friday
1/6/23,15:56,Nick Track,Updated 22 minutes ago,5,1/6/23,15:34,Friday
1/6/23,15:56,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/6/23,23:00,Nick Level 1 Fitness,Updated over an hour ago,17.33,n/a,n/a,n/a
1/6/23,23:00,Nick Level 2 Fitness,Updated over an hour ago,23,n/a,n/a,n/a
1/6/23,23:00,Nick Level 3 Fitness,Updated over an hour ago,22.5,n/a,n/a,n/a
1/6/23,23:00,Nick Power House,Updated over an hour ago,20,n/a,n/a,n/a
1/6/23,23:00,Nick Track,Updated over an hour ago,7,n/a,n/a,n/a
1/6/23,23:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/6/23,23:59,Nick Level 1 Fitness,Updated over an hour ago,17.33,n/a,n/a,n/a
1/6/23,23:59,Nick Level 2 Fitness,Updated over an hour ago,23,n/a,n/a,n/a
1/6/23,23:59,Nick Level 3 Fitness,Updated over an hour ago,22.5,n/a,n/a,n/a
1/6/23,23:59,Nick Power House,Updated over an hour ago,20,n/a,n/a,n/a
1/6/23,23:59,Nick Track,Updated over an hour ago,7,n/a,n/a,n/a
1/6/23,23:59,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/7/23,0:00,Nick Level 1 Fitness,Updated over an hour ago,17.33,n/a,n/a,n/a
1/7/23,0:00,Nick Level 2 Fitness,Updated over an hour ago,23,n/a,n/a,n/a
1/7/23,0:00,Nick Level 3 Fitness,Updated over an hour ago,22.5,n/a,n/a,n/a
1/7/23,0:00,Nick Power House,Updated over an hour ago,20,n/a,n/a,n/a
1/7/23,0:00,Nick Track,Updated over an hour ago,7,n/a,n/a,n/a
1/7/23,0:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/7/23,11:00,Nick Level 1 Fitness,Updated over an hour ago,17.33,n/a,n/a,n/a
1/7/23,11:00,Nick Level 2 Fitness,Updated over an hour ago,23,n/a,n/a,n/a
1/7/23,11:00,Nick Level 3 Fitness,Updated over an hour ago,22.5,n/a,n/a,n/a
1/7/23,11:00,Nick Power House,Updated over an hour ago,20,n/a,n/a,n/a
1/7/23,11:00,Nick Track,Updated over an hour ago,7,n/a,n/a,n/a
1/7/23,11:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/7/23,11:55,Nick Level 1 Fitness,Updated 43 minutes ago,12.67,1/7/23,11:12,Saturday
1/7/23,11:55,Nick Level 2 Fitness,Updated 43 minutes ago,12,1/7/23,11:12,Saturday
1/7/23,11:55,Nick Level 3 Fitness,Updated 43 minutes ago,20.5,1/7/23,11:12,Saturday
1/7/23,11:55,Nick Power House,Updated 43 minutes ago,26.43,1/7/23,11:12,Saturday
1/7/23,11:55,Nick Track,Updated 43 minutes ago,1,1/7/23,11:12,Saturday
1/7/23,11:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/7/23,12:00,Nick Level 1 Fitness,Updated 48 minutes ago,12.67,1/7/23,11:12,Saturday
1/7/23,12:00,Nick Level 2 Fitness,Updated 48 minutes ago,12,1/7/23,11:12,Saturday
1/7/23,12:00,Nick Level 3 Fitness,Updated 48 minutes ago,20.5,1/7/23,11:12,Saturday
1/7/23,12:00,Nick Power House,Updated 48 minutes ago,26.43,1/7/23,11:12,Saturday
1/7/23,12:00,Nick Track,Updated 48 minutes ago,1,1/7/23,11:12,Saturday
1/7/23,12:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/7/23,12:55,Nick Level 1 Fitness,Updated 22 minutes ago,9.33,1/7/23,12:33,Saturday
1/7/23,12:55,Nick Level 2 Fitness,Updated 22 minutes ago,16,1/7/23,12:33,Saturday
1/7/23,12:55,Nick Level 3 Fitness,Updated 22 minutes ago,21,1/7/23,12:33,Saturday
1/7/23,12:55,Nick Power House,Updated 22 minutes ago,16.43,1/7/23,12:33,Saturday
1/7/23,12:55,Nick Track,Updated 22 minutes ago,5,1/7/23,12:33,Saturday
1/7/23,12:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/7/23,13:00,Nick Level 1 Fitness,Updated 27 minutes ago,9.33,1/7/23,12:33,Saturday
1/7/23,13:00,Nick Level 2 Fitness,Updated 27 minutes ago,16,1/7/23,12:33,Saturday
1/7/23,13:00,Nick Level 3 Fitness,Updated 27 minutes ago,21,1/7/23,12:33,Saturday
1/7/23,13:00,Nick Power House,Updated 27 minutes ago,16.43,1/7/23,12:33,Saturday
1/7/23,13:00,Nick Track,Updated 27 minutes ago,5,1/7/23,12:33,Saturday
1/7/23,13:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/7/23,13:55,Nick Level 1 Fitness,Updated an hour ago,9.33,1/7/23,12:55,Saturday
1/7/23,13:55,Nick Level 2 Fitness,Updated an hour ago,16,1/7/23,12:55,Saturday
1/7/23,13:55,Nick Level 3 Fitness,Updated an hour ago,21,1/7/23,12:55,Saturday
1/7/23,13:55,Nick Power House,Updated an hour ago,16.43,1/7/23,12:55,Saturday
1/7/23,13:55,Nick Track,Updated an hour ago,5,1/7/23,12:55,Saturday
1/7/23,13:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/7/23,14:00,Nick Level 1 Fitness,Updated an hour ago,9.33,1/7/23,13:00,Saturday
1/7/23,14:00,Nick Level 2 Fitness,Updated an hour ago,16,1/7/23,13:00,Saturday
1/7/23,14:00,Nick Level 3 Fitness,Updated an hour ago,21,1/7/23,13:00,Saturday
1/7/23,14:00,Nick Power House,Updated an hour ago,16.43,1/7/23,13:00,Saturday
1/7/23,14:00,Nick Track,Updated an hour ago,5,1/7/23,13:00,Saturday
1/7/23,14:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/7/23,15:55,Nick Level 1 Fitness,Updated over an hour ago,9.33,n/a,n/a,n/a
1/7/23,15:55,Nick Level 2 Fitness,Updated 59 minutes ago,13,1/7/23,14:56,Saturday
1/7/23,15:55,Nick Level 3 Fitness,Updated 59 minutes ago,18.5,1/7/23,14:56,Saturday
1/7/23,15:55,Nick Power House,Updated 59 minutes ago,14.29,1/7/23,14:56,Saturday
1/7/23,15:55,Nick Track,Updated 59 minutes ago,4,1/7/23,14:56,Saturday
1/7/23,15:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/7/23,16:00,Nick Level 1 Fitness,Updated over an hour ago,9.33,n/a,n/a,n/a
1/7/23,16:00,Nick Level 2 Fitness,Updated an hour ago,13,1/7/23,15:00,Saturday
1/7/23,16:00,Nick Level 3 Fitness,Updated an hour ago,18.5,1/7/23,15:00,Saturday
1/7/23,16:00,Nick Power House,Updated an hour ago,14.29,1/7/23,15:00,Saturday
1/7/23,16:00,Nick Track,Updated an hour ago,4,1/7/23,15:00,Saturday
1/7/23,16:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/7/23,16:55,Nick Level 1 Fitness,Updated 13 minutes ago,11.33,1/7/23,16:42,Saturday
1/7/23,16:55,Nick Level 2 Fitness,Updated over an hour ago,13,n/a,n/a,n/a
1/7/23,16:55,Nick Level 3 Fitness,Updated 13 minutes ago,18.5,1/7/23,16:42,Saturday
1/7/23,16:55,Nick Power House,Updated 13 minutes ago,15.71,1/7/23,16:42,Saturday
1/7/23,16:55,Nick Track,Updated 13 minutes ago,4,1/7/23,16:42,Saturday
1/7/23,16:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/7/23,17:00,Nick Level 1 Fitness,Updated 18 minutes ago,11.33,1/7/23,16:42,Saturday
1/7/23,17:00,Nick Level 2 Fitness,Updated over an hour ago,13,n/a,n/a,n/a
1/7/23,17:00,Nick Level 3 Fitness,Updated 18 minutes ago,18.5,1/7/23,16:42,Saturday
1/7/23,17:00,Nick Power House,Updated 18 minutes ago,15.71,1/7/23,16:42,Saturday
1/7/23,17:00,Nick Track,Updated 18 minutes ago,4,1/7/23,16:42,Saturday
1/7/23,17:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/7/23,21:32,Nick Level 1 Fitness,Updated an hour ago,12.67,1/7/23,20:32,Saturday
1/7/23,21:32,Nick Level 2 Fitness,Updated an hour ago,15,1/7/23,20:32,Saturday
1/7/23,21:32,Nick Level 3 Fitness,Updated an hour ago,15,1/7/23,20:32,Saturday
1/7/23,21:32,Nick Power House,Updated an hour ago,15,1/7/23,20:32,Saturday
1/7/23,21:32,Nick Track,Updated an hour ago,5,1/7/23,20:32,Saturday
1/7/23,21:32,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/8/23,0:00,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/8/23,0:00,Nick Level 2 Fitness,Updated over an hour ago,15,n/a,n/a,n/a
1/8/23,0:00,Nick Level 3 Fitness,Updated over an hour ago,15,n/a,n/a,n/a
1/8/23,0:00,Nick Power House,Updated over an hour ago,15,n/a,n/a,n/a
1/8/23,0:00,Nick Track,Updated over an hour ago,5,n/a,n/a,n/a
1/8/23,0:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/8/23,9:55,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/8/23,9:55,Nick Level 2 Fitness,Updated over an hour ago,15,n/a,n/a,n/a
1/8/23,9:55,Nick Level 3 Fitness,Updated over an hour ago,15,n/a,n/a,n/a
1/8/23,9:55,Nick Power House,Updated over an hour ago,15,n/a,n/a,n/a
1/8/23,9:55,Nick Track,Updated over an hour ago,5,n/a,n/a,n/a
1/8/23,9:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/8/23,10:00,Nick Level 1 Fitness,Updated over an hour ago,12.67,n/a,n/a,n/a
1/8/23,10:00,Nick Level 2 Fitness,Updated over an hour ago,15,n/a,n/a,n/a
1/8/23,10:00,Nick Level 3 Fitness,Updated over an hour ago,15,n/a,n/a,n/a
1/8/23,10:00,Nick Power House,Updated over an hour ago,15,n/a,n/a,n/a
1/8/23,10:00,Nick Track,Updated over an hour ago,5,n/a,n/a,n/a
1/8/23,10:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/8/23,11:01,Nick Level 1 Fitness,Updated 29 minutes ago,6,1/8/23,10:32,Sunday
1/8/23,11:01,Nick Level 2 Fitness,Updated 29 minutes ago,4,1/8/23,10:32,Sunday
1/8/23,11:01,Nick Level 3 Fitness,Updated 29 minutes ago,6,1/8/23,10:32,Sunday
1/8/23,11:01,Nick Power House,Updated 29 minutes ago,6.43,1/8/23,10:32,Sunday
1/8/23,11:01,Nick Track,Updated 29 minutes ago,12,1/8/23,10:32,Sunday
1/8/23,11:01,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/8/23,14:55,Nick Level 1 Fitness,Updated an hour ago,12,1/8/23,13:55,Sunday
1/8/23,14:55,Nick Level 2 Fitness,Updated 3 minutes ago,17,1/8/23,14:52,Sunday
1/8/23,14:55,Nick Level 3 Fitness,Updated 3 minutes ago,18.5,1/8/23,14:52,Sunday
1/8/23,14:55,Nick Power House,Updated 3 minutes ago,18.57,1/8/23,14:52,Sunday
1/8/23,14:55,Nick Track,Updated 3 minutes ago,4,1/8/23,14:52,Sunday
1/8/23,14:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/8/23,15:00,Nick Level 1 Fitness,Updated an hour ago,12,1/8/23,14:00,Sunday
1/8/23,15:00,Nick Level 2 Fitness,Updated 8 minutes ago,17,1/8/23,14:52,Sunday
1/8/23,15:00,Nick Level 3 Fitness,Updated 8 minutes ago,18.5,1/8/23,14:52,Sunday
1/8/23,15:00,Nick Power House,Updated 8 minutes ago,18.57,1/8/23,14:52,Sunday
1/8/23,15:00,Nick Track,Updated 8 minutes ago,4,1/8/23,14:52,Sunday
1/8/23,15:00,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/8/23,15:55,Nick Level 1 Fitness,Updated 54 minutes ago,11.33,1/8/23,15:01,Sunday
1/8/23,15:55,Nick Level 2 Fitness,Updated an hour ago,17,1/8/23,14:55,Sunday
1/8/23,15:55,Nick Level 3 Fitness,Updated an hour ago,18.5,1/8/23,14:55,Sunday
1/8/23,15:55,Nick Power House,Updated an hour ago,18.57,1/8/23,14:55,Sunday
1/8/23,15:55,Nick Track,Updated an hour ago,4,1/8/23,14:55,Sunday
1/8/23,15:55,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/8/23,16:06,Nick Level 1 Fitness,Updated an hour ago,11.33,1/8/23,15:06,Sunday
1/8/23,16:06,Nick Level 2 Fitness,Updated an hour ago,17,1/8/23,15:06,Sunday
1/8/23,16:06,Nick Level 3 Fitness,Updated an hour ago,18.5,1/8/23,15:06,Sunday
1/8/23,16:06,Nick Power House,Updated an hour ago,18.57,1/8/23,15:06,Sunday
1/8/23,16:06,Nick Track,Updated an hour ago,4,1/8/23,15:06,Sunday
1/8/23,16:06,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/8/23,18:22,Nick Level 1 Fitness,Updated over an hour ago,14,n/a,n/a,n/a
1/8/23,18:22,Nick Level 2 Fitness,Updated over an hour ago,18,n/a,n/a,n/a
1/8/23,18:22,Nick Level 3 Fitness,Updated over an hour ago,20,n/a,n/a,n/a
1/8/23,18:22,Nick Power House,Updated over an hour ago,20,n/a,n/a,n/a
1/8/23,18:22,Nick Track,Updated over an hour ago,6,n/a,n/a,n/a
1/8/23,18:22,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/8/23,18:30,Nick Level 1 Fitness,Updated over an hour ago,14,n/a,n/a,n/a
1/8/23,18:30,Nick Level 2 Fitness,Updated over an hour ago,18,n/a,n/a,n/a
1/8/23,18:30,Nick Level 3 Fitness,Updated over an hour ago,20,n/a,n/a,n/a
1/8/23,18:30,Nick Power House,Updated over an hour ago,20,n/a,n/a,n/a
1/8/23,18:30,Nick Track,Updated over an hour ago,6,n/a,n/a,n/a
1/8/23,18:30,Soderholm Family Aquatic Center,Currently closed,0,n/a,n/a,n/a
1/8/23,18:40,Nick Level 1 Fitness,Updated over an hour ago,14,n/a,n/a,n/a
1/8/23,18:40,Nick Level 2 Fitness,Updated over an hour ago,18,n/a,n/a,n/a
1/8/23,18:40,Nick Level 3 Fitness,Updated over an hour ago,20,n/a,n/a,n/a
1/8/23,18:40,Nick Power House,Updated over an hour ago,20,n/a,n/a,n/a
